65,female,Corinne,J,Hooper,Yuma,AZ,527-21-5607
66,male,David,M,Ashford,Bremerton,WA,537-92-9458
67,male,James,L,Helms,Clarence,NY,081-20-9207
68,female,Martha,T,Oney,Chicago,IL,329-78-4897
69,female,Terri,H,Moore,Florence,SC,247-10-9233
70,female,Rose,P,Larue,Edinburg,ND,501-23-7121
71,female,Linda,A,Kramer,Plantation,FL,264-15-2284
72,male,Ryan,C,Sweeting,New York,NY,062-86-0267
73,male,John,M,Speer,Newark,NJ,154-24-2133
74,male,Mario,E,Montgomery,Agawam,MA,025-24-7245
75,female,Cindy,J,Elliott,Yakima,WA,539-50-1573
76,male,Grant,M,McQuaig,Lakeland,FL,593-71-6420
77,female,Mary,D,Christmas,Harlingen,TX,462-54-7720
78,female,Angela,T,Adam,Bronx,NY,100-22-4507
79,male,Thomas,C,Clem,Eau Claire,WI,398-01-2228
80,male,Brett,M,Smith,Roswell,GA,260-21-0528
81,female,Mary,M,Petersen,New York,NY,098-46-5955
82,female,Lisa,B,Pederson,Baton Rouge,LA,438-81-1599
83,female,Marilyn,A,Moore,Elysian,MN,477-26-6445
84,male,Jesse,C,Torres,Mobile,AL,418-32-3308
85,male,James,J,Cole,Worcester,MA,025-74-9056
86,male,Gregory,S,Oller,Providence,RI,036-50-5618
87,male,John,S,Long,Manchester,NH,001-05-8254
88,male,Paris,D,Caves,Sugar Notch,PA,166-44-5653
89,female,Edna,T,Self,Cheektowaga,NY,052-60-5939
90,male,Michael,J,McNemar,New York,NY,096-09-2449
91,female,Laura,C,Grant,Madison,WI,396-52-4207
92,male,John,J,Rogers,Sheridan,OR,541-54-9261
93,female,Karen,G,Newell,Dothan,AL,424-44-6545
94,male,Adalberto,L,Fisher,Beachwood,OH,276-46-6466
95,male,Kelly,T,Volkert,North Canton,OH,294-40-1717
96,female,Martina,T,Sparks,Chicago,IL,339-54-0428
97,male,Andrew,D,Martinez,Worthington,OH,285-08-8827
98,female,Katie,M,Collins,Des Plaines,IL,348-56-1956
99,male,Pablo,P,Hanson,Bay City,MI,377-32-2921
100,male,Michael,B,Tyler,Northbrook,IL,346-10-0936
101,male,James,T,Upton,North Jackson,OH,283-09-8520
102,male,Charles,E,Asmus,Egg Harbor Township,NJ,143-52-7509
103,female,Mary,R,Merritt,Miami,FL,767-48-0382
104,male,Jon,D,Correa,Stone Mountain,GA,254-09-9311
105,female,Andrea,D,Parker,Deerfield,IL,357-72-1639
106,female,Sarah,T,Barrera,Dallas,TX,643-48-2356
107,female,Lily,A,Li,Seattle,WA,537-15-2371
108,male,Walter,C,Lechuga,Indianapolis,IN,314-84-0401
109,female,Amy,T,Wharton,Charlotte,NC,682-07-2224
110,male,Kyle,H,Wilson,Crofton,MD,212-50-8694
111,male,Steven,A,Thomas,Mesa,AZ,526-62-0518
112,male,Jim,D,Armour,Clarksville,AR,678-09-3265
113,male,Juan,J,Bickley,Seattle,WA,533-53-0314
114,male,James,R,Gamble,Bridgeview,IL,338-16-8877
115,male,Aaron,P,Macias,Johnston City,IL,332-12-2569
116,female,Nancy,D,Steil,Odessa,TX,639-40-5294
117,female,Coletta,C,Sprague,Portland,OR,543-92-9688
118,male,Gerald,V,Morrison,Chicago,IL,350-12-9203
119,male,Walter,J,Brown,Eagan,MN,477-37-8003
120,female,Judith,J,Schaeffer,Sacramento,CA,559-80-4386
121,male,Samuel,L,Calhoun,Hickory Hills,IL,350-42-1092
122,female,Sandra,J,Haggerty,Dedham,MA,025-86-4869
123,male,Russell,S,Rossman,Springfield,MO,495-20-5365
124,male,Hal,D,Hampton,Waterloo,IA,483-07-0502
125,female,Angelina,L,Williams,King City,CA,547-48-7152
126,female,Shoshana,R,Martin,Wise,VA,699-01-8434
127,female,Marie,S,Garcia,Hartford City,IN,309-09-4019
128,female,Pauline,A,Williams,Catskill,NY,080-20-0261
129,male,Julio,A,Leonard,Houston,TX,464-48-4558
130,female,Joanna,M,Olivier,Southfield,MI,382-90-2489
131,female,Elaine,S,Lundy,Chicago,IL,338-28-7423
132,female,Karen,D,Williams,Denver,CO,524-94-2765
133,male,Robert,C,Garcia,Memphis,TN,414-29-4123
134,female,Renda,M,Bishop,Appleton,WI,391-28-5797
135,female,Lois,J,Estrada,Omaha,NE,506-58-0045
136,male,Thomas,H,Dukes,Point Reyes Station,CA,613-64-9117
137,female,Rhonda,G,Dittman,Westchester,IL,349-44-0483
138,male,Donald,D,Bibb,San Francisco,CA,622-44-2675
139,female,Gloria,R,Perkins,Peoria,IL,320-90-2719
140,female,Evelyn,C,Calderon,Pick City,ND,501-78-8628
141,female,Andrea,G,Buker,Lynnwood,WA,533-49-9960
142,female,Justina,G,Burnside,Norfolk,VA,227-83-1354
143,male,Gerald,D,Keen,Cincinnati,OH,301-60-3746
144,male,Gerald,S,Richards,Olivette,MO,499-08-4465
145,female,Sandra,W,Colyer,Durham,NC,244-97-3721
146,male,Paul,H,Lopez,Dallas,TX,466-82-9585
147,male,Henry,C,Murphey,Baltimore,MD,219-76-1067
148,female,Valerie,P,Wilson,Teterboro,NJ,147-05-2541
149,male,Vincent,A,Peavler,Herndon,VA,696-01-9327
150,female,Deborah,E,Ludwig,Estill,SC,656-10-7767
151,female,Sheila,A,Webb,Fredericksburg,VA,695-03-6317
152,male,Jesse,L,Tanner,New York,NY,120-76-5509
153,female,Francine,E,Lynn,Stamford,CT,041-82-8534
154,male,Dustin,L,Jackson,Taunton,MA,021-42-3779
155,female,Elizabeth,J,Pegram,Topeka,KS,512-01-7873
156,female,Verda,R,Arciniega,Alexandria,VA,230-08-8883
157,male,Stephen,S,Harp,Cedar Rapids,IA,484-33-1069
158,female,Particia,R,Richardson,Pottstown,PA,163-18-1208
159,male,Mark,A,Smith,Waco,TX,630-28-8170
160,male,Donald,J,Gutierrez,Homer,AK,574-01-9745
161,male,Michael,E,Hoover,Corona,NY,051-78-3926
162,female,Dena,P,Simmons,High Point,NC,239-62-8917
163,male,William,A,Hanson,Chattanooga,GA,669-03-9068
164,female,Dorinda,W,Landry,Shepherdsville,KY,401-13-2750
165,male,Lane,H,Gunderson,Bowman,ND,502-08-2653
166,male,Bobby,M,Smart,San Jose,CA,608-29-0407
167,male,Eugene,M,Roe,Hartford,CT,042-06-9850
168,female,Shirley,J,Sebastian,Lewisburg,PA,203-50-7006
169,female,Rebecca,E,Fajardo,North Beach,MD,218-02-7855
170,male,Don,M,Solis,Stockton,CA,619-90-1911
171,female,Sadie,J,See,Owensboro,KY,405-45-3993
172,female,James,C,Richardson,Syracuse,NY,053-18-0359
173,male,Daniel,F,Rucker,East Wenatchee,WA,531-84-2488
174,male,Hector,S,Brown,Albuquerque,NM,648-20-4423
175,female,Maribeth,S,Hendrickson,Houston,TX,456-44-3264
176,female,Melvina,D,Lachance,Daytona Beach,FL,591-56-9422
177,female,Susan,S,Carr,Livonia,MI,369-33-5011
178,male,Corey,E,Johnston,Topeka,IN,313-16-4083
179,male,Roger,G,Bennett,Milwaukee,WI,390-90-6017
180,male,Walter,C,Bertrand,Newtown,CT,044-58-2552
181,male,Christoper,E,Jackson,Salt Lake City,UT,529-75-8285
182,female,Betty,M,Vera,Winona,MN,469-29-6623
183,female,Melinda,P,Meekins,Norfolk,VA,231-32-7771
184,male,George,A,White,Hitchcock,SD,503-33-6934
185,male,Henry,G,Quinn,Syracuse,NY,085-22-1926
186,female,Reba,M,Godinez,Port St Joe,FL,267-70-2481
187,female,Karin,R,Austin,South Burlington,VT,009-60-4618
188,female,Maria,J,Hewitt,Newport,RI,038-44-2296
189,male,Santiago,J,Burns,Sacramento,CA,555-55-6044
190,male,Matthew,E,Rodriguez,La Crosse,WI,388-84-3404
191,female,Louise,T,Mickey,Indianapolis,IN,317-54-7040
192,male,James,K,Breuer,Irwinton,GA,669-16-3494
193,female,Beth,J,Sharp,Mansfield,OH,281-14-8977
194,male,Jeffery,B,Barnes,Ada,OK,446-72-7704
195,male,Maurice,S,Willoughby,Tolleson,AZ,601-82-4972
196,female,Sheri,C,Sims,Sacramento,CA,620-20-4457
197,male,David,A,Martinez,Jacksonville,FL,768-03-3728
198,male,Rudolph,E,Denniston,San Francisco,CA,550-02-8542
199,female,Sylvia,R,Vazquez,Morrisville,NC,242-94-4718
200,female,Suzanne,H,Woodard,New Lexington,OH,302-76-5280
201,female,Wendy,S,Murry,Mc Lean,MD,216-84-8627
202,male,David,D,Brown,Clarksville,AR,678-01-3877
203,male,Warren,T,Graham,New York,NY,053-80-1872
204,female,Marilyn,E,Tyus,Garner,NC,242-35-3608
205,male,Herman,G,Spivey,Lyndhurst,NJ,143-82-0323
206,male,Frank,H,Brannigan,Bronx,NY,051-20-6598
207,male,Brian,H,Dixon,Sherman Oaks,CA,616-92-4603
208,female,Sherri,R,Castro,Saginaw,MI,385-86-6955
209,male,Thomas,S,Barlow,New York,NY,109-74-5446
210,female,Tamara,B,Nieves,Winona,KS,515-42-5430
211,female,Elizabeth,T,Sullivan,Oakland,CA,614-14-3397
212,female,Linda,D,Green,Pine Hill,NM,649-03-6209
213,female,Wanda,J,Williams,Detroit,MI,365-25-8671
214,female,Brigitte,H,Freeman,New Albany,IN,311-36-8585
215,male,Willie,M,Taylor,Philadelphia,PA,205-76-4885
216,female,Evelyn,S,Bayless,Washington,DC,579-06-1763
217,female,Susan,C,Pilcher,Kanawha,IA,483-96-3728
218,male,Leonard,R,Moxley,S Boston,MA,031-66-6535
219,male,James,K,Wright,Norcross,GA,672-22-4045
220,female,Lisa,L,Gagne,Winston Salem,NC,684-09-8645
221,male,Armando,P,Brewster,Lockeford,CA,562-25-0110
222,female,Linda,S,Patterson,Savannah,GA,252-38-6757
223,male,Joe,M,Johnson,Jackson,MS,425-94-6345
224,male,Morris,A,Luse,Tallahassee,FL,589-86-1013
225,female,Nora,H,Cline,Amber,NY,116-32-1438
226,female,Teresa,M,Wakeland,Orem,UT,647-86-1224
227,male,Robert,T,Ammons,Rancho Dominguez,CA,618-30-5382
228,female,Luisa,E,Smith,Wykoff,MN,471-16-0775
229,female,Carlene,J,Schmidt,Vidalia,GA,255-99-1495
230,female,Margaret,R,Zimmerman,Camden,NJ,138-90-9849
231,male,James,D,Wilburn,Elkin,NC,690-03-7376
232,female,Denise,T,Boser,Dorset,VT,008-70-5880
233,female,Diane,A,Myers,Altoona,PA,172-16-5984
234,female,Estelle,Z,Dodd,Truckee,CA,571-28-3660
235,male,Steven,M,Miller,Middletown,OH,282-46-1164
236,female,Jung,F,Robertson,Phoenix,AZ,526-37-3425
237,male,Robert,G,Roman,Little Rock,AR,429-67-7576
238,male,Joshua,T,Garrett,Houston,TX,639-86-1851
239,male,Paul,J,Smith,Martinez,CA,602-58-5253
240,female,Eleanor,B,Cook,Delray Beach,FL,594-80-3877
241,female,Loretta,W,Bator,Washington,DC,578-58-0828
242,male,Eric,R,Nielson,Tacoma,WA,536-18-4535
243,female,Rebecca,J,Carlson,Brookneal,VA,224-64-4499
244,female,Cortney,R,Marquis,Springfield,MA,018-74-1339
245,female,Florence,L,Valencia,Cape Girardeau,MO,493-78-6362
246,female,Connie,M,Troutt,Cottageville,SC,251-34-7909
247,female,Michelle,C,Martinez,Wayne,NJ,137-28-4124
248,female,Mary,E,Kulik,Boston,MA,023-84-7069
249,female,Mary,N,Lamoreaux,Tulsa,OK,448-01-8869
250,male,David,J,Reyes,West Point,MS,427-10-1111
251,male,Patrick,P,McBee,Riverside,CA,571-75-2000
252,male,Jeffery,J,Woodward,Jackson,MS,425-26-4304
253,male,Alfonso,L,Merritt,Roanoke,VA,693-03-7634
254,male,Michael,D,Yale,Pontiac,MI,382-07-2516
255,female,Mary,G,Rice,Clearfield,UT,528-34-9428
256,male,Shelton,C,Padilla,Houston,TX,634-03-6730
257,male,Daniel,A,Thayer,Wailuku,HI,575-57-7156
258,female,Janet,T,Green,Westbury,NY,101-44-3570
259,male,Joe,E,Parr,Marsing,ID,518-59-7420
260,female,Ivory,K,Bowman,New Iberia,LA,665-01-0633
261,female,Faith,R,McGhee,San Diego,CA,612-98-7989
262,female,Jean,P,Musser,Palm Desert,CA,572-82-0356
263,male,Edward,S,Lewis,Los Angeles,CA,567-33-7041
264,male,Marvin,H,Grissom,New York,NY,078-40-5931
265,male,Bill,S,Umana,Cuyahoga Falls,OH,297-76-5964
266,male,Michael,R,Freeman,Matthews,NC,242-55-2180
267,male,Charles,M,Pierson,Breckenridge,MO,500-98-8817
268,female,Tammy,F,Colon,Minneapolis,MN,475-48-2574
269,male,Forest,M,Bell,Como,MS,587-55-2603
270,female,Carole,R,Livingston,Ferdinand,IN,309-92-9782
271,male,Clifton,L,Holland,Shawnee,OK,445-36-8693
272,female,Letisha,S,Alexander,San Francisco,CA,550-35-0315
273,female,Sandra,T,Nichols,Salt Lake City,UT,528-09-8219
274,female,Johnnie,G,Durgin,Fort Lauderdale,FL,591-22-6632
275,male,George,S,Nelson,Columbia,MD,215-25-2932
276,male,Erin,S,Medina,Mira Loma,CA,618-24-9114
277,female,Karen,H,Postell,Tulsa,OK,448-86-9076
278,male,Albert,C,Williams,Brookneal,VA,227-34-4682
279,male,William,S,Falk,Barnard,MO,494-32-6378
280,male,James,M,Smith,Grand Rapids,MI,368-31-9846
281,male,Charles,S,Rollins,Belmont,MA,028-38-2252
282,female,Pauline,P,Vincent,Siler City,NC,241-93-4222
283,male,James,F,Jones,Fargo,ND,501-68-1268
284,male,Robert,B,Proffitt,Irvine,CA,550-65-0163
285,female,Margaret,R,Rosenstein,Bakersfield,CA,607-57-7605
286,male,David,R,Anderson,Phoenix,AZ,527-88-6026
287,male,Danial,J,Wiggins,Fowler,KS,515-08-9906
288,male,Elton,K,Ramirez,Fullerton,CA,570-49-4577
289,male,Michael,C,Whittier,San Diego,CA,552-96-9358
290,male,William,J,Graham,Cresson,TX,638-84-4313
291,male,Morris,J,Parson,Huntsville,AL,420-07-2358
292,female,Anita,S,McEvoy,Youngstown,OH,292-08-7822
293,male,Landon,A,Kittel,Thayerville,MD,214-88-2484
294,female,Pamela,S,Thomas,Needville,TX,456-71-9812
295,female,Charlene,C,Bourassa,Huntsville,AL,421-56-8935
296,male,Jimmie,L,Arnold,Anaheim,CA,566-37-8993
297,female,Theresa,A,Coleman,Horsham,PA,189-82-0160
298,male,Samuel,C,Christensen,Libertyville,IL,355-56-1184
299,female,Verna,N,Kitts,Chicago,IL,354-01-2453
300,male,Scott,J,Rodriquez,Hickory,PA,183-28-9107
301,female,Kelly,A,Peck,Morley,MI,382-07-6270
302,male,Michael,K,Garcia,Foxboro,MA,014-03-2123
303,female,Stacey,D,Blount,Peoria,IL,320-42-4600
304,female,Geraldine,A,Stafford,Sacramento,CA,546-33-5850
305,male,Gordon,K,Borrego,Philadelphia,PA,200-44-5386
306,male,Arthur,S,Belli,Corsicana,TX,449-45-0457
307,female,Carrie,B,Obrien,Monett,MO,493-72-6473
308,female,Mary,D,Dotson,Wood Dale,IL,349-68-1617
309,male,James,M,Tu,Midlands,TX,645-72-4934
310,female,Stacey,B,Barr,Richardson,TX,461-36-6155
311,female,Claudia,J,Gaddis,West,TX,451-88-0257
312,male,William,A,Labonte,Birmingham,AL,420-47-5688
313,female,Megan,M,West,Charleston,WV,233-49-3096
314,female,Megan,C,Quinonez,New Melle,MO,491-84-9580
315,male,Charles,N,Pierce,Norfolk,VA,694-03-2681
316,female,Renda,V,Tate,Philadelphia,PA,178-46-8458
317,male,Christopher,L,Briggs,Kailua Kona,HI,751-01-5758
318,male,Roy,C,Fisher,Gardena,CA,618-09-8705
319,male,Brandon,M,Smith,Utica,MI,375-05-8613
320,female,Mary,J,Price,Rochelle Park,NJ,145-46-1949
321,female,Lianne,S,Johnson,Knoxville,OH,300-46-3120
322,male,Rudy,D,Renfro,New York,NY,078-20-0525
323,male,Anthony,M,French,Los Angeles,CA,546-44-3506
324,male,Caleb,E,McGee,Tampa,FL,590-22-9848
325,female,Bobbie,L,Fleming,Oklahoma City,OK,445-66-5348
326,female,Tammy,E,Holmes,Portland,ME,007-70-2855
327,male,Jacob,R,Ruvalcaba,Greenville,SC,657-09-4266
328,male,Glenn,M,Thompson,Oxbow,OR,541-02-5404
329,female,Judith,L,Johnson,Southfield,MI,374-26-8741
330,female,Coreen,A,Mason,New Underwood,SD,503-18-5882
331,female,Linda,S,Arnold,Kansas City,MO,492-09-0669
332,female,Sandra,K,Sparacino,Richardson,TX,634-74-9697
333,female,Mary,A,Donald,Coos Bay,OR,544-78-9382
334,female,Loretta,M,Lee,Burbank,CA,559-57-0422
335,male,Daniel,F,Bennett,Bear Valley Springs,CA,546-59-2520
336,female,Dorothy,K,Lacy,Liberty,TX,632-88-3518
337,female,Carol,P,Allen,Irvine,CA,623-12-8076
338,female,Jona,D,Townsend,Cheshire,CT,044-08-6065
339,female,Annette,J,Brown,Englewood,CO,521-24-5298
340,male,Gilbert,S,Padron,Waco,TX,464-54-9242
341,male,Clyde,H,Green,Waukesha,WI,389-14-7344
342,male,Jerry,F,Cypert,Orovada,NV,530-10-9533
343,male,Martin,K,Will,Fairbanks,IN,311-06-7961
344,female,Shana,F,Goss,Black Rock,AR,676-01-4379
345,male,Jason,F,Roberts,Mira Loma,CA,558-58-3947
346,male,Herbert,P,Goldstein,Kansas City,MO,488-74-9032
347,male,Max,C,Evans,Herndon,VA,698-01-7425
348,male,Michael,P,Mazur,Southfield,MI,377-36-6132
349,female,Jennifer,W,Fox,Chassell,MI,375-58-8370
350,female,Diana,R,Mazzeo,Dallas,TX,633-38-8188
351,female,Tosha,J,Collazo,East Lansing,MI,378-70-6330
352,male,Brandon,S,Reyna,Newark,NJ,151-74-2486
353,male,Victor,P,Wagner,Indianapolis,IN,317-03-9072
354,female,Annie,M,Pearcy,Montgomery,AL,420-32-4111
355,male,Charles,M,Gonzalez,Estill,SC,656-03-5707
356,male,Steven,L,Collins,Fremont,IN,313-25-7885
357,male,Michael,W,Goldman,Omaha,NE,505-54-9478
358,male,William,C,Smith,Honolulu,HI,751-01-5177
359,male,Roger,J,Shaw,Houston,TX,636-68-6792
360,female,Amanda,R,Whitaker,Salt Lake City,UT,647-40-4996
361,female,Nancy,P,Muniz,Los Angeles,CA,558-26-5911
362,male,Timothy,L,Crosby,Hopland,CA,606-66-1391
363,female,Bonnie,R,Chase,Greensboro,NC,240-01-0675
364,male,Edward,J,Linney,Salt Lake City,UT,646-01-3440
365,female,Lori,A,Guerra,Hamlet,NC,688-09-5775
366,male,Robert,L,Ettinger,Kent,WA,539-13-8914
367,male,Antonio,L,Kelly,Durango,CO,652-20-4005
368,male,Larry,T,Colon,Halifax,PA,190-80-3769
369,female,Maryellen,R,Rubin,Duluth,GA,670-28-4880
370,female,Kathleen,J,Zimmer,Gadsden,AL,422-38-0020
371,male,Eric,L,Sullivan,Montgomery,AL,418-23-4178
372,female,Deborah,S,Johnson,Revere,MO,488-64-6090
373,female,Kathleen,K,Ashmore,Bryan,TX,641-54-4292
374,female,Katie,J,Bell,Castle Rock,CO,650-26-1612
375,female,Stephanie,S,Ozuna,Boston,MA,027-82-9037
376,female,Lillian,B,Goetz,Fox Lake,WI,388-30-0282
377,female,Emily,R,Drake,Forks,WA,533-27-2338
378,female,Cynthia,E,Smith,Springdale,AR,678-01-0151
379,male,Michael,N,Meeks,Bismarck,ND,501-16-6813
380,male,Jeffrey,E,Palmer,Grand Rapids,MI,365-54-5196
381,male,Steven,S,Tarrant,Atlanta,GA,669-14-8025
382,male,Troy,C,Campbell,Liberty Hill,TX,449-91-4622
383,male,Wesley,S,Johnson,Greenville,PA,179-66-9726
384,male,Steven,M,Knox,Little Rock,AR,677-07-5325
385,male,Gerard,J,Morita,Owensboro,KY,407-55-5430
386,male,Jesus,M,Stackhouse,Lansing,MI,363-06-5591
387,male,James,E,Butler,Westerville,OH,293-46-8838
388,male,Jack,M,Ross,Burr Ridge,IL,335-72-2459
389,male,Robert,J,Lawrence,Danville,CA,550-27-0843
390,female,Rose,B,Crain,Columbus,OH,288-92-2950
391,male,William,B,Gehrke,Iron Mountain,MI,362-84-4894
392,female,Elizabeth,A,Trimble,Santa Clara,CA,614-21-9392
393,male,Ron,L,Green,Houston,TX,458-75-9753
394,female,Toni,W,Hawkins,Philadelphia,PA,166-16-7767
395,female,Felicia,R,Rios,Westerville,OH,291-70-8259
396,male,Ronald,P,Tabb,Wheeling,WV,232-58-3160
397,female,Portia,J,Mayberry,Climax,MI,372-04-0308
398,male,Emilio,N,Vinci,Marlin,TX,453-50-5883
399,male,Mark,L,Johnson,Huntsville,AL,421-46-4588
400,male,John,S,Abney,Limestone,ME,004-50-3903
401,male,Brian,B,Rodriguez,Dallas,TX,629-70-3225
402,male,Brendan,B,Barrier,Boston,MA,012-20-3679
403,male,Charles,H,Ruppert,San Francisco,CA,547-84-1167
404,female,Teresa,J,Oldfield,Omaha,NE,507-18-9175
405,female,Zelma,J,Hollingsworth,Kennett,MO,490-17-7636
406,female,Helen,T,Campbell,Pensacola,FL,766-01-9450
407,female,Cathy,E,Baker,Rhine,GA,670-12-0078
408,male,Bobby,L,Hawkins,Hickory Hills,IL,320-76-4247
409,female,Margaret,S,Hass,Riverton,IL,336-72-6131
410,male,Henry,Y,Woolard,Danvers,MA,013-78-8519
411,female,Elizabeth,S,Soto,Spartanburg,SC,247-55-7032
412,female,Elenor,J,Mendoza,Tulsa,OK,442-20-7140
413,male,Ruben,R,Howard,Arlington,VA,696-03-9076
414,female,Alice,R,Turk,Reno,NV,530-96-9703
415,female,Deanna,R,Osborn,Columbia,MD,215-45-4636
416,male,Christopher,D,Gibson,North Kingstown,RI,036-28-4900
417,female,Mitzi,C,Hulett,Saint Petersburg,FL,590-64-3960
418,male,David,R,Bellows,San Antonio,TX,451-16-1805
419,female,Debra,M,Schaefer,Sacramento,CA,618-12-1525
420,male,Jason,M,Faust,Charlotte,SC,247-87-1247
421,male,Donald,I,Pina,Buffalo,NY,128-34-9941
422,male,Lee,J,Harrison,Nashville,TN,409-20-1809
423,male,Carlos,J,Wilson,Cincinnati,OH,274-86-4330
424,male,Robert,L,Simmons,Helena,MT,517-68-9136
425,female,Lana,R,Sanchez,Saint Paul,MN,469-86-6290
426,male,Kevin,M,Sing,Stephenville,TX,464-45-2847
427,male,Bruce,A,Franklin,San Antonio,TX,639-84-5550
428,female,Hannah,M,Franco,Patterson,GA,253-45-2025
429,male,Michael,S,Lawson,Crater Lake,OR,543-52-1067
430,male,Gregory,A,Stockwell,Austin,TX,627-60-5735
431,female,Karen,G,Rael,South Haven,MI,364-05-0521
432,male,Daniel,L,Caldwell,Loveland,CO,522-19-1112
433,female,Norma,G,Henke,Carroll,IA,482-18-4911
434,male,Maxwell,B,Perales,Camden,NJ,138-68-4692
435,male,Hans,T,Martin,Cabot,VT,009-05-7918
436,male,Stacy,A,Morgan,Washington,DC,579-78-8335
437,male,Luis,B,Bailey,Fort Lauderdale,FL,771-22-3761
438,female,Dorothy,J,Brown,Lombard,IL,358-28-4675
439,male,Hector,C,Jordan,Goleta,CA,626-49-0122
440,female,Shirley,L,Reece,Leitchfield,KY,406-09-4124
441,female,Shari,B,Galindo,Houston,TX,466-04-5424
442,female,Esther,K,Mason,Alta,UT,647-32-9475
443,male,Nathan,V,Robinson,Plant City,FL,261-93-3267
444,male,Alan,L,Tripp,Waipahu,HI,751-01-1222
445,male,Bill,N,Mantooth,Worcester,MA,028-54-0822
446,male,Filiberto,S,Ortega,Troy,MI,363-48-8777
447,male,Raymond,C,Johnson,Ware Shoals,SC,654-16-3069
448,female,Connie,J,Aldrich,Walpole,MA,020-05-7411
449,female,Marjorie,J,Moore,Norcross,GA,252-01-3978
450,male,Curtis,H,Wood,Anaheim,CA,624-45-7452
451,male,Tommy,P,Lowry,Orange,CA,573-02-1710
452,male,Jeffrey,C,Tirrell,Austin,TX,638-01-2347
